monthly mean of baseline data from 1996/06 to 2022/06; created: 16-Jul-2023
comment: AGAGE GCMD measurements. Output from GCWerks. See Prinn et al. (2000) DOI:10.1029/2000JD900141
data_owner_email: dickon.young@bristol.ac.uk
data_owner: Dickon Young
station_long_name: Ragged Point, Barbados
inlet_base_elevation_masl: 45.0
inlet_latitude: 13.16512
inlet_longitude: -59.43208
inlet_date: 1996-06-07 00:00:00
inlet_comment: main tower
data_dir: /agage/barbados
species: ch3ccl3
calibration_scale: SIO-05
units: ppt
 
CREDIT FOR USE: This is a formal notification for data users. 
For scientific purposes access to these data is unlimited and 
provided without charge. By their use you accept that an offer 
of co-authorship will be made through personal contact with the
data providers or owners whenever substantial use is made of 
their data. In all cases an acknowledgement must be made to the
data providers or owners and the data centre when these data are
used within a publication.

CONTACT POINT: s.odoherty@bristol.ac.uk; dickon.young@bristol.ac.uk; raywang@eas.gatech.edu 
 
1st column, time in farction of year
2nd column, year (YYYY)
3rd column, month (1 to 12)
4th column, mean (monthly mean value)
5th column, std. dev. (standard deviation of monthly mean)
6th column, numb (number of measurements for monthly mean)
     time   year  month          mean     std. dev.    numb
 2009.458   2009      6         8.821         0.169     958
 2009.542   2009      7         8.630         0.179     877
 2009.625   2009      8         8.460         0.183     874
 2009.708   2009      9         8.339         0.104     437
 2009.792   2009     10         8.226         0.098    1030
 2009.875   2009     11         8.125         0.138     921
 2009.958   2009     12         8.145         0.144     410
 2010.042   2010      1           NaN           NaN       0
 2010.125   2010      2         7.883         0.148     574
 2010.208   2010      3         7.799         0.163    1014
 2010.292   2010      4         7.752         0.172     973
 2010.375   2010      5         7.614         0.162    1013
 2010.458   2010      6         7.498         0.180     203
 2010.542   2010      7         7.330         0.175    1011
 2010.625   2010      8         7.153         0.175    1035
 2010.708   2010      9         7.034         0.168     756
 2010.792   2010     10         6.929         0.224     674
 2010.875   2010     11           NaN           NaN       0
 2010.958   2010     12           NaN           NaN       0
 2011.042   2011      1           NaN           NaN       0
 2011.125   2011      2           NaN           NaN       0
 2011.208   2011      3           NaN           NaN       0
 2011.292   2011      4           NaN           NaN       0
 2011.375   2011      5           NaN           NaN       0
 2011.458   2011      6           NaN           NaN       0
 2011.542   2011      7           NaN           NaN       0
 2011.625   2011      8           NaN           NaN       0
 2011.708   2011      9           NaN           NaN       0
 2011.792   2011     10           NaN           NaN       0
 2011.875   2011     11           NaN           NaN       0
 2011.958   2011     12           NaN           NaN       0
 2012.042   2012      1           NaN           NaN       0
 2012.125   2012      2           NaN           NaN       0
 2012.208   2012      3           NaN           NaN       0
 2012.292   2012      4           NaN           NaN       0
 2012.375   2012      5           NaN           NaN       0
 2012.458   2012      6           NaN           NaN       0
 2012.542   2012      7           NaN           NaN       0
 2012.625   2012      8           NaN           NaN       0
 2012.708   2012      9           NaN           NaN       0
 2012.792   2012     10           NaN           NaN       0
 2012.875   2012     11           NaN           NaN       0
 2012.958   2012     12           NaN           NaN       0
 2013.042   2013      1           NaN           NaN       0
 2013.125   2013      2           NaN           NaN       0
 2013.208   2013      3           NaN           NaN       0
 2013.292   2013      4           NaN           NaN       0
 2013.375   2013      5           NaN           NaN       0
 2013.458   2013      6           NaN           NaN       0
 2013.542   2013      7           NaN           NaN       0
 2013.625   2013      8           NaN           NaN       0
 2013.708   2013      9           NaN           NaN       0
 2013.792   2013     10           NaN           NaN       0
 2013.875   2013     11           NaN           NaN       0
 2013.958   2013     12           NaN           NaN       0
 2014.042   2014      1           NaN           NaN       0
 2014.125   2014      2           NaN           NaN       0
 2014.208   2014      3           NaN           NaN       0
 2014.292   2014      4           NaN           NaN       0
 2014.375   2014      5           NaN           NaN       0
 2014.458   2014      6           NaN           NaN       0
 2014.542   2014      7           NaN           NaN       0
 2014.625   2014      8           NaN           NaN       0
 2014.708   2014      9           NaN           NaN       0
 2014.792   2014     10           NaN           NaN       0
 2014.875   2014     11           NaN           NaN       0
 2014.958   2014     12           NaN           NaN       0
 2015.042   2015      1           NaN           NaN       0
 2015.125   2015      2           NaN           NaN       0
 2015.208   2015      3           NaN           NaN       0
 2015.292   2015      4           NaN           NaN       0
 2015.375   2015      5           NaN           NaN       0
 2015.458   2015      6           NaN           NaN       0
 2015.542   2015      7           NaN           NaN       0
 2015.625   2015      8           NaN           NaN       0
 2015.708   2015      9           NaN           NaN       0
 2015.792   2015     10           NaN           NaN       0
 2015.875   2015     11           NaN           NaN       0
 2015.958   2015     12           NaN           NaN       0
 2016.042   2016      1           NaN           NaN       0
 2016.125   2016      2           NaN           NaN       0
 2016.208   2016      3           NaN           NaN       0
 2016.292   2016      4           NaN           NaN       0
 2016.375   2016      5           NaN           NaN       0
 2016.458   2016      6           NaN           NaN       0
 2016.542   2016      7           NaN           NaN       0
 2016.625   2016      8           NaN           NaN       0
 2016.708   2016      9           NaN           NaN       0
 2016.792   2016     10           NaN           NaN       0
 2016.875   2016     11           NaN           NaN       0
 2016.958   2016     12           NaN           NaN       0
 2017.042   2017      1           NaN           NaN       0
 2017.125   2017      2           NaN           NaN       0
 2017.208   2017      3           NaN           NaN       0
 2017.292   2017      4           NaN           NaN       0
 2017.375   2017      5           NaN           NaN       0
 2017.458   2017      6           NaN           NaN       0
 2017.542   2017      7           NaN           NaN       0
 2017.625   2017      8           NaN           NaN       0
 2017.708   2017      9           NaN           NaN       0
 2017.792   2017     10           NaN           NaN       0
 2017.875   2017     11           NaN           NaN       0
 2017.958   2017     12           NaN           NaN       0
 2018.042   2018      1           NaN           NaN       0
 2018.125   2018      2           NaN           NaN       0
 2018.208   2018      3           NaN           NaN       0
 2018.292   2018      4           NaN           NaN       0
 2018.375   2018      5           NaN           NaN       0
 2018.458   2018      6           NaN           NaN       0
 2018.542   2018      7           NaN           NaN       0
 2018.625   2018      8           NaN           NaN       0
 2018.708   2018      9           NaN           NaN       0
 2018.792   2018     10           NaN           NaN       0
 2018.875   2018     11           NaN           NaN       0
 2018.958   2018     12           NaN           NaN       0
 2019.042   2019      1           NaN           NaN       0
 2019.125   2019      2           NaN           NaN       0
 2019.208   2019      3           NaN           NaN       0
 2019.292   2019      4           NaN           NaN       0
 2019.375   2019      5           NaN           NaN       0
 2019.458   2019      6           NaN           NaN       0
 2019.542   2019      7           NaN           NaN       0
 2019.625   2019      8           NaN           NaN       0
 2019.708   2019      9           NaN           NaN       0
 2019.792   2019     10           NaN           NaN       0
 2019.875   2019     11           NaN           NaN       0
 2019.958   2019     12           NaN           NaN       0
 2020.042   2020      1           NaN           NaN       0
 2020.125   2020      2           NaN           NaN       0
 2020.208   2020      3           NaN           NaN       0
 2020.292   2020      4           NaN           NaN       0
 2020.375   2020      5           NaN           NaN       0
 2020.458   2020      6           NaN           NaN       0
 2020.542   2020      7           NaN           NaN       0
 2020.625   2020      8           NaN           NaN       0
 2020.708   2020      9           NaN           NaN       0
 2020.792   2020     10           NaN           NaN       0
 2020.875   2020     11           NaN           NaN       0
 2020.958   2020     12           NaN           NaN       0
 2021.042   2021      1           NaN           NaN       0
 2021.125   2021      2           NaN           NaN       0
 2021.208   2021      3           NaN           NaN       0
 2021.292   2021      4           NaN           NaN       0
 2021.375   2021      5           NaN           NaN       0
 2021.458   2021      6           NaN           NaN       0
 2021.542   2021      7           NaN           NaN       0
 2021.625   2021      8           NaN           NaN       0
 2021.708   2021      9           NaN           NaN       0
 2021.792   2021     10           NaN           NaN       0
 2021.875   2021     11           NaN           NaN       0
 2021.958   2021     12           NaN           NaN       0
 2022.042   2022      1           NaN           NaN       0
 2022.125   2022      2           NaN           NaN       0
 2022.208   2022      3           NaN           NaN       0
 2022.292   2022      4           NaN           NaN       0
 2022.375   2022      5           NaN           NaN       0
 2022.458   2022      6           NaN           NaN       0
