monthly mean of baseline data from 1993/08 to 2022/06; created: 16-Jul-2023
comment: AGAGE GCMD measurements. Output from GCWerks. See Prinn et al., ESSD (2018), https://doi.org/10.5194/essd-10-985-2018
data_owner_email: paul.krummel@csiro.au
data_owner: Paul Krummel
station_long_name: Kennaook/Cape Grim, Tasmania, Australia
inlet_base_elevation_masl: 94.000000
inlet_latitude: -40.683000
inlet_longitude: 144.689000
inlet_comment: multiple inlets have been used at the station, all in close proximity to each other.
data_dir: /agage/capegrim
species: ch3ccl3
calibration_scale: SIO-05
units: ppt
file_created: 2023-04-22 21:34:35
 
CREDIT FOR USE: This is a formal notification for data users. 
For scientific purposes access to these data is unlimited and 
provided without charge. By their use you accept that an offer 
of co-authorship will be made through personal contact with the
data providers or owners whenever substantial use is made of 
their data. In all cases an acknowledgement must be made to the
data providers or owners and the data centre when these data are
used within a publication.

CONTACT POINT: paul.krummel@csiro.au; paul.fraser@csiro.au; raywang@eas.gatech.edu 
 
1st column, time in farction of year
2nd column, year (YYYY)
3rd column, month (1 to 12)
4th column, mean (monthly mean value)
5th column, std. dev. (standard deviation of monthly mean)
6th column, numb (number of measurements for monthly mean)
     time   year  month          mean     std. dev.    numb
 1998.792   1998     10        61.490         0.486     883
 1998.875   1998     11        60.408         0.525     830
 1998.958   1998     12        59.084         0.662     915
 1999.042   1999      1        57.919         0.507     822
 1999.125   1999      2        56.701         0.631     798
 1999.208   1999      3        55.961         0.491     829
 1999.292   1999      4        55.150         0.392     891
 1999.375   1999      5        54.489         0.403     895
 1999.458   1999      6        54.103         0.338     772
 1999.542   1999      7        53.508         0.365     833
 1999.625   1999      8        52.813         0.425     833
 1999.708   1999      9        52.257         0.421     858
 1999.792   1999     10        51.667         0.372     601
 1999.875   1999     11        51.026         0.520     273
 1999.958   1999     12        49.927         0.522     869
 2000.042   2000      1        48.709         0.509     888
 2000.125   2000      2        47.688         0.493     830
 2000.208   2000      3        47.173         0.409     895
 2000.292   2000      4        46.394         0.414     867
 2000.375   2000      5        45.803         0.364     899
 2000.458   2000      6        45.363         0.294     889
 2000.542   2000      7        45.088         0.338     807
 2000.625   2000      8        44.647         0.380     882
 2000.708   2000      9        44.249         0.697     801
 2000.792   2000     10        43.435         0.486     865
 2000.875   2000     11        42.562         0.474     727
 2000.958   2000     12        41.958         0.563     679
 2001.042   2001      1        40.739         0.403     885
 2001.125   2001      2        39.899         0.465     601
 2001.208   2001      3        39.288         0.418     900
 2001.292   2001      4        38.822         0.360     875
 2001.375   2001      5        38.328         0.299     924
 2001.458   2001      6        37.950         0.415     598
 2001.542   2001      7        37.621         0.348     805
 2001.625   2001      8        37.293         0.398     849
 2001.708   2001      9        36.973         0.418     796
 2001.792   2001     10        36.492         0.401     844
 2001.875   2001     11        35.867         0.495     902
 2001.958   2001     12        34.885         0.465     990
 2002.042   2002      1        34.022         0.487     880
 2002.125   2002      2        33.390         0.469     876
 2002.208   2002      3        32.708         0.368     867
 2002.292   2002      4        32.290         0.320     883
 2002.375   2002      5        31.982         0.325     916
 2002.458   2002      6        31.669         0.325     828
 2002.542   2002      7        31.364         0.379     913
 2002.625   2002      8        30.936         0.360     899
 2002.708   2002      9        30.628         0.454     838
 2002.792   2002     10        30.216         0.374     748
 2002.875   2002     11        29.715         0.389     847
 2002.958   2002     12        28.923         0.463     910
 2003.042   2003      1        28.599         0.454     915
 2003.125   2003      2        27.938         0.600     669
 2003.208   2003      3        27.161         0.354     839
 2003.292   2003      4        26.787         0.322     804
 2003.375   2003      5        26.590         0.309     849
 2003.458   2003      6        26.445         0.317     874
 2003.542   2003      7        26.098         0.390     898
 2003.625   2003      8        25.696         0.304     908
 2003.708   2003      9        25.462         0.325     886
 2003.792   2003     10        25.081         0.303     872
 2003.875   2003     11        24.600         0.330     818
 2003.958   2003     12        24.103         0.348     887
 2004.042   2004      1        23.671         0.349     812
 2004.125   2004      2        23.229         0.290     882
 2004.208   2004      3        22.755         0.336     928
 2004.292   2004      4        22.338         0.322     771
 2004.375   2004      5        22.045         0.251     837
 2004.458   2004      6        21.847         0.285     880
 2004.542   2004      7        21.698         0.261     895
 2004.625   2004      8        21.574         0.266     881
 2004.708   2004      9        21.298         0.263     869
 2004.792   2004     10        21.047         0.341     696
 2004.875   2004     11        20.702         0.302     917
 2004.958   2004     12        20.325         0.284     516
 2005.042   2005      1        19.823         0.377     908
 2005.125   2005      2        19.511         0.305     829
 2005.208   2005      3        19.045         0.270     865
 2005.292   2005      4        18.720         0.229     812
 2005.375   2005      5        18.543         0.219     861
 2005.458   2005      6        18.378         0.211     888
 2005.542   2005      7        18.218         0.240     853
 2005.625   2005      8        18.061         0.254     876
 2005.708   2005      9        17.858         0.245     887
 2005.792   2005     10        17.556         0.297     838
 2005.875   2005     11        17.219         0.278     727
 2005.958   2005     12        16.875         0.304     851
 2006.042   2006      1        16.551         0.292     916
 2006.125   2006      2        16.182         0.277     814
 2006.208   2006      3        15.909         0.254     824
 2006.292   2006      4        15.707         0.287     818
 2006.375   2006      5        15.522         0.252     898
 2006.458   2006      6        15.390         0.226     853
 2006.542   2006      7        15.246         0.275     822
 2006.625   2006      8        15.125         0.299     788
 2006.708   2006      9        14.987         0.264     832
 2006.792   2006     10        14.783         0.281     889
 2006.875   2006     11        14.443         0.299     805
 2006.958   2006     12        14.310         0.281     738
 2007.042   2007      1        13.850         0.286     891
 2007.125   2007      2        13.537         0.299     799
 2007.208   2007      3        13.395         0.278     859
 2007.292   2007      4        13.193         0.254     860
 2007.375   2007      5        13.054         0.289     882
 2007.458   2007      6        12.942         0.250     849
 2007.542   2007      7        12.727         0.266     880
 2007.625   2007      8        12.467         0.305     884
 2007.708   2007      9        12.307         0.282     821
 2007.792   2007     10        12.134         0.274     885
 2007.875   2007     11        11.876         0.254     874
 2007.958   2007     12        11.664         0.287     873
 2008.042   2008      1        11.436         0.268     911
 2008.125   2008      2        11.200         0.287     838
 2008.208   2008      3        11.019         0.250     846
 2008.292   2008      4        11.013         0.237     865
 2008.375   2008      5        11.043         0.253     716
 2008.458   2008      6        10.815         0.254     807
 2008.542   2008      7        10.803         0.250     855
 2008.625   2008      8        10.687         0.250     878
 2008.708   2008      9        10.583         0.252     846
 2008.792   2008     10        10.389         0.229     903
 2008.875   2008     11        10.234         0.268     818
 2008.958   2008     12        10.026         0.264     901
 2009.042   2009      1         9.793         0.282     808
 2009.125   2009      2         9.599         0.413     761
 2009.208   2009      3         9.366         0.295     874
 2009.292   2009      4         9.199         0.233     792
 2009.375   2009      5         9.067         0.235     836
 2009.458   2009      6         8.998         0.186     829
 2009.542   2009      7         8.976         0.242     551
 2009.625   2009      8         8.878         0.234     305
 2009.708   2009      9         8.798         0.277     483
 2009.792   2009     10         8.687         0.254     956
 2009.875   2009     11         8.579         0.315     324
 2009.958   2009     12         8.324         0.317     932
 2010.042   2010      1         8.124         0.247     932
 2010.125   2010      2         7.885         0.280     721
 2010.208   2010      3         7.739         0.239     870
 2010.292   2010      4         7.675         0.294     727
 2010.375   2010      5         7.562         0.263     867
 2010.458   2010      6           NaN           NaN       0
 2010.542   2010      7           NaN           NaN       0
 2010.625   2010      8           NaN           NaN       0
 2010.708   2010      9           NaN           NaN       0
 2010.792   2010     10           NaN           NaN       0
 2010.875   2010     11           NaN           NaN       0
 2010.958   2010     12           NaN           NaN       0
 2011.042   2011      1           NaN           NaN       0
 2011.125   2011      2           NaN           NaN       0
 2011.208   2011      3           NaN           NaN       0
 2011.292   2011      4           NaN           NaN       0
 2011.375   2011      5           NaN           NaN       0
 2011.458   2011      6           NaN           NaN       0
 2011.542   2011      7           NaN           NaN       0
 2011.625   2011      8           NaN           NaN       0
 2011.708   2011      9           NaN           NaN       0
 2011.792   2011     10           NaN           NaN       0
 2011.875   2011     11           NaN           NaN       0
 2011.958   2011     12           NaN           NaN       0
 2012.042   2012      1           NaN           NaN       0
 2012.125   2012      2           NaN           NaN       0
 2012.208   2012      3           NaN           NaN       0
 2012.292   2012      4           NaN           NaN       0
 2012.375   2012      5           NaN           NaN       0
 2012.458   2012      6           NaN           NaN       0
 2012.542   2012      7           NaN           NaN       0
 2012.625   2012      8           NaN           NaN       0
 2012.708   2012      9           NaN           NaN       0
 2012.792   2012     10           NaN           NaN       0
 2012.875   2012     11           NaN           NaN       0
 2012.958   2012     12           NaN           NaN       0
 2013.042   2013      1           NaN           NaN       0
 2013.125   2013      2           NaN           NaN       0
 2013.208   2013      3           NaN           NaN       0
 2013.292   2013      4           NaN           NaN       0
 2013.375   2013      5           NaN           NaN       0
 2013.458   2013      6           NaN           NaN       0
 2013.542   2013      7           NaN           NaN       0
 2013.625   2013      8           NaN           NaN       0
 2013.708   2013      9           NaN           NaN       0
 2013.792   2013     10           NaN           NaN       0
 2013.875   2013     11           NaN           NaN       0
 2013.958   2013     12           NaN           NaN       0
 2014.042   2014      1           NaN           NaN       0
 2014.125   2014      2           NaN           NaN       0
 2014.208   2014      3           NaN           NaN       0
 2014.292   2014      4           NaN           NaN       0
 2014.375   2014      5           NaN           NaN       0
 2014.458   2014      6           NaN           NaN       0
 2014.542   2014      7           NaN           NaN       0
 2014.625   2014      8           NaN           NaN       0
 2014.708   2014      9           NaN           NaN       0
 2014.792   2014     10           NaN           NaN       0
 2014.875   2014     11           NaN           NaN       0
 2014.958   2014     12           NaN           NaN       0
 2015.042   2015      1           NaN           NaN       0
 2015.125   2015      2           NaN           NaN       0
 2015.208   2015      3           NaN           NaN       0
 2015.292   2015      4           NaN           NaN       0
 2015.375   2015      5           NaN           NaN       0
 2015.458   2015      6           NaN           NaN       0
 2015.542   2015      7           NaN           NaN       0
 2015.625   2015      8           NaN           NaN       0
 2015.708   2015      9           NaN           NaN       0
 2015.792   2015     10           NaN           NaN       0
 2015.875   2015     11           NaN           NaN       0
 2015.958   2015     12           NaN           NaN       0
 2016.042   2016      1           NaN           NaN       0
 2016.125   2016      2           NaN           NaN       0
 2016.208   2016      3           NaN           NaN       0
 2016.292   2016      4           NaN           NaN       0
 2016.375   2016      5           NaN           NaN       0
 2016.458   2016      6           NaN           NaN       0
 2016.542   2016      7           NaN           NaN       0
 2016.625   2016      8           NaN           NaN       0
 2016.708   2016      9           NaN           NaN       0
 2016.792   2016     10           NaN           NaN       0
 2016.875   2016     11           NaN           NaN       0
 2016.958   2016     12           NaN           NaN       0
 2017.042   2017      1           NaN           NaN       0
 2017.125   2017      2           NaN           NaN       0
 2017.208   2017      3           NaN           NaN       0
 2017.292   2017      4           NaN           NaN       0
 2017.375   2017      5           NaN           NaN       0
 2017.458   2017      6           NaN           NaN       0
 2017.542   2017      7           NaN           NaN       0
 2017.625   2017      8           NaN           NaN       0
 2017.708   2017      9           NaN           NaN       0
 2017.792   2017     10           NaN           NaN       0
 2017.875   2017     11           NaN           NaN       0
 2017.958   2017     12           NaN           NaN       0
 2018.042   2018      1           NaN           NaN       0
 2018.125   2018      2           NaN           NaN       0
 2018.208   2018      3           NaN           NaN       0
 2018.292   2018      4           NaN           NaN       0
 2018.375   2018      5           NaN           NaN       0
 2018.458   2018      6           NaN           NaN       0
 2018.542   2018      7           NaN           NaN       0
 2018.625   2018      8           NaN           NaN       0
 2018.708   2018      9           NaN           NaN       0
 2018.792   2018     10           NaN           NaN       0
 2018.875   2018     11           NaN           NaN       0
 2018.958   2018     12           NaN           NaN       0
 2019.042   2019      1           NaN           NaN       0
 2019.125   2019      2           NaN           NaN       0
 2019.208   2019      3           NaN           NaN       0
 2019.292   2019      4           NaN           NaN       0
 2019.375   2019      5           NaN           NaN       0
 2019.458   2019      6           NaN           NaN       0
 2019.542   2019      7           NaN           NaN       0
 2019.625   2019      8           NaN           NaN       0
 2019.708   2019      9           NaN           NaN       0
 2019.792   2019     10           NaN           NaN       0
 2019.875   2019     11           NaN           NaN       0
 2019.958   2019     12           NaN           NaN       0
 2020.042   2020      1           NaN           NaN       0
 2020.125   2020      2           NaN           NaN       0
 2020.208   2020      3           NaN           NaN       0
 2020.292   2020      4           NaN           NaN       0
 2020.375   2020      5           NaN           NaN       0
 2020.458   2020      6           NaN           NaN       0
 2020.542   2020      7           NaN           NaN       0
 2020.625   2020      8           NaN           NaN       0
 2020.708   2020      9           NaN           NaN       0
 2020.792   2020     10           NaN           NaN       0
 2020.875   2020     11           NaN           NaN       0
 2020.958   2020     12           NaN           NaN       0
 2021.042   2021      1           NaN           NaN       0
 2021.125   2021      2           NaN           NaN       0
 2021.208   2021      3           NaN           NaN       0
 2021.292   2021      4           NaN           NaN       0
 2021.375   2021      5           NaN           NaN       0
 2021.458   2021      6           NaN           NaN       0
 2021.542   2021      7           NaN           NaN       0
 2021.625   2021      8           NaN           NaN       0
 2021.708   2021      9           NaN           NaN       0
 2021.792   2021     10           NaN           NaN       0
 2021.875   2021     11           NaN           NaN       0
 2021.958   2021     12           NaN           NaN       0
 2022.042   2022      1           NaN           NaN       0
 2022.125   2022      2           NaN           NaN       0
 2022.208   2022      3           NaN           NaN       0
 2022.292   2022      4           NaN           NaN       0
 2022.375   2022      5           NaN           NaN       0
 2022.458   2022      6           NaN           NaN       0
