monthly mean of baseline data from 1996/08 to 2019/11; created: 16-Jul-2023
comment: MD measurements. Output from GCWerks. See Prinn et al. (2000).
data_owner_email: rfweiss@ucsd.edu, jmuhle@ucsd.edu
data_owner: Ray F. Weiss, Jens Muhle
station_long_name: Cape Matatula, American Samoa
inlet_base_elevation_masl: 42.00
inlet_latitude: -14.2474
inlet_longitude: -170.5644
inlet_comment: Bluesky tower. Not sure about the previous tower
data_dir: /agage/samoa
species: ch3ccl3
calibration_scale: SIO-05
units: ppt
file_created: 2023-04-22 21:28:47
 
CREDIT FOR USE: This is a formal notification for data users. 
For scientific purposes access to these data is unlimited and 
provided without charge. By their use you accept that an offer 
of co-authorship will be made through personal contact with the
data providers or owners whenever substantial use is made of 
their data. In all cases an acknowledgement must be made to the
data providers or owners and the data centre when these data are
used within a publication.

CONTACT POINT: rfweiss@ucsd.edu; charth@ucsd.edu; raywang@eas.gatech.edu 
 
1st column, time in farction of year
2nd column, year (YYYY)
3rd column, month (1 to 12)
4th column, mean (monthly mean value)
5th column, std. dev. (standard deviation of monthly mean)
6th column, numb (number of measurements for monthly mean)
     time   year  month          mean     std. dev.    numb
 2003.458   2003      6        26.036         0.595     465
 2003.542   2003      7        25.554         0.480     927
 2003.625   2003      8        25.216         0.476     933
 2003.708   2003      9        24.800         0.340     940
 2003.792   2003     10        24.350         0.413     961
 2003.875   2003     11        23.770         0.500     907
 2003.958   2003     12        23.289         0.349     977
 2004.042   2004      1        22.905         0.443     668
 2004.125   2004      2        22.481         0.409     861
 2004.208   2004      3        22.098         0.348     843
 2004.292   2004      4        21.834         0.359     864
 2004.375   2004      5        21.451         0.517     959
 2004.458   2004      6        21.343         0.555     935
 2004.542   2004      7        21.184         0.572     958
 2004.625   2004      8        20.701         0.424     962
 2004.708   2004      9        20.465         0.460     923
 2004.792   2004     10        20.136         0.300     943
 2004.875   2004     11        19.684         0.277     930
 2004.958   2004     12        19.357         0.369     832
 2005.042   2005      1        19.123         0.347     952
 2005.125   2005      2        18.775         0.311     682
 2005.208   2005      3        18.615         0.283     909
 2005.292   2005      4        18.347         0.263     901
 2005.375   2005      5        18.205         0.260     973
 2005.458   2005      6        17.804         0.349     841
 2005.542   2005      7        17.739         0.348     940
 2005.625   2005      8        17.465         0.300     966
 2005.708   2005      9        17.127         0.247     940
 2005.792   2005     10        16.773         0.251     949
 2005.875   2005     11        16.420         0.255     944
 2005.958   2005     12        16.039         0.319     944
 2006.042   2006      1        15.819         0.302     934
 2006.125   2006      2        15.654         0.312     816
 2006.208   2006      3        15.446         0.286     974
 2006.292   2006      4        15.222         0.278     925
 2006.375   2006      5        15.085         0.280     604
 2006.458   2006      6        14.883         0.254     932
 2006.542   2006      7        14.756         0.268     904
 2006.625   2006      8        14.621         0.287     980
 2006.708   2006      9        14.341         0.279     897
 2006.792   2006     10        14.155         0.286     806
 2006.875   2006     11        13.842         0.274     940
 2006.958   2006     12        13.538         0.268     664
 2007.042   2007      1        13.241         0.298     938
 2007.125   2007      2        13.006         0.274     874
 2007.208   2007      3        12.843         0.281     958
 2007.292   2007      4        12.646         0.273     937
 2007.375   2007      5        12.465         0.274     955
 2007.458   2007      6        12.328         0.273     924
 2007.542   2007      7        12.240         0.272     979
 2007.625   2007      8        12.125         0.259     981
 2007.708   2007      9        11.874         0.283     856
 2007.792   2007     10        11.596         0.263     879
 2007.875   2007     11        11.364         0.240     935
 2007.958   2007     12        11.209         0.236     952
 2008.042   2008      1        11.080         0.250     914
 2008.125   2008      2        10.870         0.236     901
 2008.208   2008      3        10.696         0.239     961
 2008.292   2008      4        10.554         0.220     939
 2008.375   2008      5        10.434         0.227     960
 2008.458   2008      6        10.344         0.228     863
 2008.542   2008      7        10.285         0.221     973
 2008.625   2008      8        10.128         0.241     962
 2008.708   2008      9        10.045         0.251     908
 2008.792   2008     10         9.944         0.243     980
 2008.875   2008     11         9.716         0.262     929
 2008.958   2008     12         9.536         0.244     977
 2009.042   2009      1         9.393         0.285     960
 2009.125   2009      2         9.241         0.268     876
 2009.208   2009      3         9.117         0.274     977
 2009.292   2009      4         8.984         0.273     941
 2009.375   2009      5         8.804         0.279    1011
 2009.458   2009      6         8.762         0.300     951
 2009.542   2009      7         8.653         0.281    1012
 2009.625   2009      8         8.598         0.266    1041
 2009.708   2009      9         8.390         0.272     945
 2009.792   2009     10         8.350         0.299     744
 2009.875   2009     11         8.249         0.313     839
 2009.958   2009     12         8.137         0.279     899
 2010.042   2010      1         7.898         0.278    1048
 2010.125   2010      2         7.779         0.313     795
 2010.208   2010      3         7.566         0.291     952
 2010.292   2010      4         7.531         0.292     191
 2010.375   2010      5           NaN           NaN       0
 2010.458   2010      6         6.826         0.538       3
 2010.542   2010      7         7.327         0.411     725
 2010.625   2010      8         7.255         0.313    1032
 2010.708   2010      9         7.169         0.268     846
 2010.792   2010     10         7.031         0.291    1030
 2010.875   2010     11         6.939         0.275    1009
 2010.958   2010     12         6.842         0.268     458
 2011.042   2011      1           NaN           NaN       0
 2011.125   2011      2           NaN           NaN       0
 2011.208   2011      3           NaN           NaN       0
 2011.292   2011      4           NaN           NaN       0
 2011.375   2011      5           NaN           NaN       0
 2011.458   2011      6           NaN           NaN       0
 2011.542   2011      7           NaN           NaN       0
 2011.625   2011      8           NaN           NaN       0
 2011.708   2011      9           NaN           NaN       0
 2011.792   2011     10           NaN           NaN       0
 2011.875   2011     11           NaN           NaN       0
 2011.958   2011     12           NaN           NaN       0
 2012.042   2012      1           NaN           NaN       0
 2012.125   2012      2           NaN           NaN       0
 2012.208   2012      3           NaN           NaN       0
 2012.292   2012      4           NaN           NaN       0
 2012.375   2012      5           NaN           NaN       0
 2012.458   2012      6           NaN           NaN       0
 2012.542   2012      7           NaN           NaN       0
 2012.625   2012      8           NaN           NaN       0
 2012.708   2012      9           NaN           NaN       0
 2012.792   2012     10           NaN           NaN       0
 2012.875   2012     11           NaN           NaN       0
 2012.958   2012     12           NaN           NaN       0
 2013.042   2013      1           NaN           NaN       0
 2013.125   2013      2           NaN           NaN       0
 2013.208   2013      3           NaN           NaN       0
 2013.292   2013      4           NaN           NaN       0
 2013.375   2013      5           NaN           NaN       0
 2013.458   2013      6           NaN           NaN       0
 2013.542   2013      7           NaN           NaN       0
 2013.625   2013      8           NaN           NaN       0
 2013.708   2013      9           NaN           NaN       0
 2013.792   2013     10           NaN           NaN       0
 2013.875   2013     11           NaN           NaN       0
 2013.958   2013     12           NaN           NaN       0
 2014.042   2014      1           NaN           NaN       0
 2014.125   2014      2           NaN           NaN       0
 2014.208   2014      3           NaN           NaN       0
 2014.292   2014      4           NaN           NaN       0
 2014.375   2014      5           NaN           NaN       0
 2014.458   2014      6           NaN           NaN       0
 2014.542   2014      7           NaN           NaN       0
 2014.625   2014      8           NaN           NaN       0
 2014.708   2014      9           NaN           NaN       0
 2014.792   2014     10           NaN           NaN       0
 2014.875   2014     11           NaN           NaN       0
 2014.958   2014     12           NaN           NaN       0
 2015.042   2015      1           NaN           NaN       0
 2015.125   2015      2           NaN           NaN       0
 2015.208   2015      3           NaN           NaN       0
 2015.292   2015      4           NaN           NaN       0
 2015.375   2015      5           NaN           NaN       0
 2015.458   2015      6           NaN           NaN       0
 2015.542   2015      7           NaN           NaN       0
 2015.625   2015      8           NaN           NaN       0
 2015.708   2015      9           NaN           NaN       0
 2015.792   2015     10           NaN           NaN       0
 2015.875   2015     11           NaN           NaN       0
 2015.958   2015     12           NaN           NaN       0
 2016.042   2016      1           NaN           NaN       0
 2016.125   2016      2           NaN           NaN       0
 2016.208   2016      3           NaN           NaN       0
 2016.292   2016      4           NaN           NaN       0
 2016.375   2016      5           NaN           NaN       0
 2016.458   2016      6           NaN           NaN       0
 2016.542   2016      7           NaN           NaN       0
 2016.625   2016      8           NaN           NaN       0
 2016.708   2016      9           NaN           NaN       0
 2016.792   2016     10           NaN           NaN       0
 2016.875   2016     11           NaN           NaN       0
 2016.958   2016     12           NaN           NaN       0
 2017.042   2017      1           NaN           NaN       0
 2017.125   2017      2           NaN           NaN       0
 2017.208   2017      3           NaN           NaN       0
 2017.292   2017      4           NaN           NaN       0
 2017.375   2017      5           NaN           NaN       0
 2017.458   2017      6           NaN           NaN       0
 2017.542   2017      7           NaN           NaN       0
 2017.625   2017      8           NaN           NaN       0
 2017.708   2017      9           NaN           NaN       0
 2017.792   2017     10           NaN           NaN       0
 2017.875   2017     11           NaN           NaN       0
 2017.958   2017     12           NaN           NaN       0
 2018.042   2018      1           NaN           NaN       0
 2018.125   2018      2           NaN           NaN       0
 2018.208   2018      3           NaN           NaN       0
 2018.292   2018      4           NaN           NaN       0
 2018.375   2018      5           NaN           NaN       0
 2018.458   2018      6           NaN           NaN       0
 2018.542   2018      7           NaN           NaN       0
 2018.625   2018      8           NaN           NaN       0
 2018.708   2018      9           NaN           NaN       0
 2018.792   2018     10           NaN           NaN       0
 2018.875   2018     11           NaN           NaN       0
 2018.958   2018     12           NaN           NaN       0
 2019.042   2019      1           NaN           NaN       0
 2019.125   2019      2           NaN           NaN       0
 2019.208   2019      3           NaN           NaN       0
 2019.292   2019      4           NaN           NaN       0
 2019.375   2019      5           NaN           NaN       0
 2019.458   2019      6           NaN           NaN       0
 2019.542   2019      7           NaN           NaN       0
 2019.625   2019      8           NaN           NaN       0
 2019.708   2019      9           NaN           NaN       0
 2019.792   2019     10           NaN           NaN       0
 2019.875   2019     11           NaN           NaN       0
